"Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Canceled Rides by Customer,Reason for canceling by Customer,Canceled Rides by Driver,Reason for canceling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating"
"2025-01-28,19:12,CNR811166986,Success,CUST640305,Auto,Mhow Naka,Banganga,19.0,12.0,False,,False,,False,,392,4.82,4.7,4.3"
"2025-01-11,20:18,CNR712638136,Success,CUST986341,Prime Sedan,Sapna Sangeeta,Hira Nagar,6.0,5.0,False,,False,,False,,1518,5.02,4.0,4.1"
"2025-01-05,22:14,CNR531741858,Incomplete,CUST921766,Auto,Palasia,Nanda Nagar,,,False,,False,,True,Customer Demand,2968,16.31,,"
"2025-01-20,14:55,CNR689296716,Canceled by Driver,CUST937821,Mini,RNT Marg,Scheme No. 114,,,False,,True,More than permitted people in there,False,,194,6.02,,"
"2025-01-29,05:44,CNR519151972,Success,CUST630106,Auto,Ring Road,MR 10,12.0,11.0,False,,False,,False,,677,14.38,4.7,4.8"
"2025-01-28,15:04,CNR489214324,Success,CUST434927,Prime Sedan,Chhoti Gwaltoli,Aerodrome Road,13.0,17.0,False,,False,,False,,152,12.38,3.9,4.4"
"2025-01-03,17:28,CNR254675822,Canceled by Driver,CUST742280,Prime SUV,MG Road,Bhanwarkuan,,,False,,True,More than permitted people in there,False,,699,19.2,,"
"2025-01-26,20:20,CNR208211436,Success,CUST469467,Auto,Scheme No. 78,MR 3,8.0,7.0,False,,False,,False,,295,3.49,4.7,3.7"
"2025-01-04,03:23,CNR999755268,Success,CUST564377,Prime Sedan,Ring Road,Mhow Naka,10.0,17.0,False,,False,,False,,1206,9.41,3.2,3.6"
"2025-01-30,11:43,CNR762641245,Success,CUST946110,Auto,Lokmanya Nagar,Lasudia Mori,18.0,8.0,False,,False,,False,,731,18.3,3.0,4.6"
"2025-01-10,05:04,CNR859619894,Success,CUST738671,eBike,Palasia,Scheme No. 72,19.0,19.0,False,,False,,False,,557,6.36,3.3,4.9"
"2025-01-12,16:25,CNR621201241,Success,CUST849276,eBike,Scheme No. 140,Rau,20.0,19.0,False,,False,,False,,813,3.11,3.1,4.0"
"2025-01-12,13:19,CNR491300920,Success,CUST527159,Bike,Saket Nagar,MR 1,8.0,12.0,False,,False,,False,,162,8.88,3.9,4.3"
"2025-01-02,16:39,CNR117145977,Canceled by Driver,CUST366764,Prime Sedan,Vijay Nagar,Bada Gwaltoli,,,False,,True,Personal & Car related issue,False,,395,15.27,,"
"2025-01-30,13:36,CNR547539324,Success,CUST303350,Prime Plus,Mhow Naka,Scheme No. 72,14.0,8.0,False,,False,,False,,636,10.64,3.7,4.5"
"2025-01-17,05:34,CNR345347479,Canceled by Driver,CUST448419,Prime Plus,Scheme No. 140,MG Road,,,False,,True,Personal & Car related issue,False,,712,3.14,,"
"2025-01-11,13:23,CNR482505826,Success,CUST853869,Prime SUV,Hira Nagar,Patel Nagar,11.0,19.0,False,,False,,False,,547,9.05,3.1,3.7"
"2025-01-05,21:54,CNR352466977,Success,CUST120936,Auto,Vijay Nagar,MR 3,11.0,9.0,False,,False,,False,,300,19.62,4.8,4.0"
"2025-01-24,00:21,CNR737784154,Success,CUST788663,Prime Plus,RNT Marg,Scheme No. 54,9.0,20.0,False,,False,,False,,895,14.85,4.7,4.9"
"2025-01-05,19:22,CNR123002463,Success,CUST400480,Prime Sedan,MG Road,Sudama Nagar,16.0,8.0,False,,False,,False,,1288,15.04,3.8,3.7"
"2025-01-29,10:20,CNR377258115,Success,CUST841337,Prime Plus,Scheme No. 71,Vijay Nagar,8.0,10.0,False,,False,,False,,172,7.95,4.5,3.5"
"2025-01-07,10:36,CNR962074626,Success,CUST390867,Bike,Hira Nagar,Palasia,19.0,14.0,False,,False,,False,,376,11.18,4.6,4.9"
"2025-01-27,13:26,CNR259204843,Success,CUST701524,Prime SUV,LIG Colony,Khajrana,11.0,7.0,False,,False,,False,,157,16.86,4.6,4.9"
"2025-01-03,12:30,CNR948523615,Canceled by Driver,CUST299349,Bike,Juni Indore,RNT Marg,,,False,,True,Customer was coughing/sick,False,,227,2.02,,"
"2025-01-19,16:56,CNR447373647,Canceled by Driver,CUST660138,Mini,Malharganj,Bhanwarkuan,,,False,,True,Customer was coughing/sick,False,,1423,12.95,,"
"2025-01-15,18:06,CNR269421838,Canceled by Driver,CUST511116,Prime SUV,Banganga,Khajrana,,,False,,True,More than permitted people in there,False,,911,6.9,,"
"2025-01-20,22:41,CNR892648620,Success,CUST892337,Mini,MR 2,Hira Nagar,17.0,15.0,False,,False,,False,,536,13.34,4.9,5.0"
"2025-01-20,13:40,CNR122932260,Success,CUST985397,eBike,Banganga,Saket Nagar,7.0,8.0,False,,False,,False,,157,7.95,4.0,4.2"
"2025-01-10,15:52,CNR974768761,Incomplete,CUST119420,Auto,Lasudia Mori,Silicon City,,,False,,False,,True,Customer Demand,423,13.44,,"
"2025-01-09,01:57,CNR874005651,Success,CUST506066,Prime Sedan,South Tukoganj,Khajrana,17.0,8.0,False,,False,,False,,640,15.42,3.6,3.1"
"2025-01-26,07:20,CNR390392809,Canceled by Driver,CUST711445,Prime Plus,Ring Road,Rau,,,False,,True,Personal & Car related issue,False,,568,9.27,,"
"2025-01-28,05:26,CNR975936512,Success,CUST298062,Prime SUV,Tilak Nagar,Patel Nagar,9.0,11.0,False,,False,,False,,173,3.19,4.1,4.3"
"2025-01-23,10:21,CNR668540943,Incomplete,CUST571232,eBike,Rau,Scheme No. 72,,,False,,False,,True,Other Issue,349,6.79,,"
"2025-01-22,22:17,CNR711026680,Success,CUST193623,Prime Plus,Sudama Nagar,Scheme No. 114,18.0,20.0,False,,False,,False,,227,9.98,4.5,3.3"
"2025-01-06,01:06,CNR442403248,Success,CUST447744,Prime SUV,Super Corridor,Lokmanya Nagar,13.0,16.0,False,,False,,False,,883,15.5,4.6,4.4"
"2025-01-29,04:05,CNR936179691,Success,CUST852454,Mini,South Tukoganj,RNT Marg,6.0,17.0,False,,False,,False,,199,14.79,3.4,3.0"
"2025-01-23,15:13,CNR874908867,Success,CUST914681,Prime Sedan,Scheme No. 54,Bhanwarkuan,8.0,9.0,False,,False,,False,,982,8.26,3.9,4.8"
"2025-01-21,02:34,CNR101145496,Canceled by Driver,CUST309954,Prime Sedan,Juni Indore,Lasudia Mori,,,False,,True,Customer related issue,False,,650,14.45,,"
"2025-01-16,20:07,CNR707316839,Success,CUST907697,Mini,Rajendra Nagar,Aerodrome Road,20.0,13.0,False,,False,,False,,251,7.43,5.0,3.2"
"2025-01-21,09:12,CNR562288235,Success,CUST794597,Prime SUV,Patel Nagar,Ring Road,5.0,5.0,False,,False,,False,,889,11.76,4.4,3.2"
"2025-01-13,03:56,CNR977234246,Success,CUST430091,Auto,Bhawarkua,Scheme No. 71,5.0,13.0,False,,False,,False,,336,10.86,4.3,4.6"
"2025-01-15,06:05,CNR238592525,Success,CUST481710,Mini,South Tukoganj,Geeta Bhawan,5.0,14.0,False,,False,,False,,979,4.94,3.3,3.2"
"2025-01-26,19:16,CNR448311570,Success,CUST994892,Prime SUV,Saket Nagar,Pipliyahana,8.0,5.0,False,,False,,False,,405,9.22,3.2,4.7"
"2025-01-06,22:32,CNR606627181,Canceled by Customer,CUST473849,Auto,LIG Colony,Mhow Naka,,,True,Driver is not moving towards pickup location,False,,False,,964,4.34,,"
"2025-01-31,21:16,CNR104022804,Success,CUST812860,Prime Plus,Bhawarkua,Patel Nagar,12.0,19.0,False,,False,,False,,281,17.61,3.4,3.0"
"2025-01-28,06:43,CNR379088152,Success,CUST476124,Prime SUV,Sapna Sangeeta,Ring Road,18.0,8.0,False,,False,,False,,101,10.39,3.6,4.9"
"2025-01-01,12:46,CNR198127668,Success,CUST540763,Auto,Geeta Bhawan,Patel Nagar,9.0,11.0,False,,False,,False,,936,6.65,4.3,3.1"
"2025-01-02,18:23,CNR389792234,Incomplete,CUST212798,Bike,Malharganj,Scheme No. 73,,,False,,False,,True,Other Issue,251,7.01,,"
"2025-01-16,11:39,CNR202730688,Canceled by Driver,CUST642612,eBike,Ring Road,AB Road,,,False,,True,More than permitted people in there,False,,409,10.63,,"
"2025-01-13,20:31,CNR645585372,Success,CUST423940,Prime Plus,Vijay Nagar,Rajendra Nagar,10.0,11.0,False,,False,,False,,466,14.78,3.2,4.5"
"2025-01-08,02:58,CNR251381700,Success,CUST613581,Prime Sedan,Scheme No. 114,Khajrana,9.0,20.0,False,,False,,False,,214,4.4,4.5,4.3"
"2025-01-29,09:16,CNR988109467,Canceled by Customer,CUST408114,Prime Sedan,Annapurna,Juni Indore,,,True,Change of plans,False,,False,,300,8.08,,"
"2025-01-07,10:14,CNR953514527,Success,CUST549477,Mini,MR 10,RNT Marg,16.0,10.0,False,,False,,False,,147,14.4,5.0,4.5"
"2025-01-23,08:03,CNR448675232,Canceled by Driver,CUST897617,Prime Sedan,MR 10,Patel Nagar,,,False,,True,Personal & Car related issue,False,,423,9.97,,"
"2025-01-09,02:10,CNR354019441,Success,CUST591553,eBike,Geeta Bhawan,Rau,9.0,20.0,False,,False,,False,,373,17.25,4.5,4.8"
"2025-01-13,18:45,CNR347251084,Success,CUST182384,Prime SUV,Bada Gwaltoli,Mhow Naka,13.0,5.0,False,,False,,False,,484,15.37,4.8,4.0"
"2025-01-14,12:39,CNR278876008,Success,CUST794814,Mini,Silicon City,Pipliyahana,11.0,20.0,False,,False,,False,,349,19.9,3.4,4.7"
"2025-01-26,20:46,CNR973900651,Success,CUST475727,Mini,MR 4,Khajrana,9.0,10.0,False,,False,,False,,1339,17.33,4.4,3.3"
"2025-01-22,09:08,CNR980738615,Incomplete,CUST561588,Prime SUV,Silicon City,Palasia,,,False,,False,,True,Other Issue,953,12.51,,"
"2025-01-31,06:35,CNR178789804,Success,CUST125444,Bike,Vijay Nagar,Scheme No. 74,10.0,20.0,False,,False,,False,,377,5.49,4.9,4.7"
"2025-01-03,06:56,CNR136145089,Success,CUST272841,Prime Sedan,Bhanwarkuan,Malharganj,19.0,13.0,False,,False,,False,,477,10.49,3.2,4.0"
"2025-01-13,16:03,CNR880954378,Success,CUST819459,Bike,Sudama Nagar,Patel Nagar,16.0,13.0,False,,False,,False,,241,11.16,3.7,3.9"
"2025-01-03,16:06,CNR816098513,Success,CUST189760,Prime Plus,Scheme No. 78,RNT Marg,17.0,7.0,False,,False,,False,,995,13.58,4.8,3.1"
"2025-01-05,20:32,CNR104144981,Canceled by Customer,CUST890224,Prime SUV,Malharganj,MR 3,,,True,Driver asked to cancel,False,,False,,214,15.77,,"
"2025-01-21,04:27,CNR485063217,Canceled by Driver,CUST971106,Prime Sedan,Ring Road,MR 3,,,False,,True,Personal & Car related issue,False,,171,13.76,,"
"2025-01-28,19:49,CNR920042104,Incomplete,CUST159878,Mini,Pipliyahana,Khajrana,,,False,,False,,True,Vehicle Breakdown,210,13.75,,"
"2025-01-18,03:54,CNR478821839,Canceled by Customer,CUST605519,Auto,Pipliyahana,Aerodrome Road,,,True,Change of plans,False,,False,,697,12.48,,"
"2025-01-27,14:35,CNR401210228,Success,CUST951426,Bike,MG Road,Lasudia Mori,15.0,20.0,False,,False,,False,,1622,4.76,4.6,4.4"
"2025-01-17,14:43,CNR794073130,Canceled by Driver,CUST312502,Bike,Saket Nagar,Scheme No. 54,,,False,,True,More than permitted people in there,False,,257,19.6,,"
"2025-01-25,03:37,CNR832149714,Canceled by Driver,CUST686716,Prime Plus,Aerodrome Road,Chhoti Gwaltoli,,,False,,True,Personal & Car related issue,False,,271,9.57,,"
"2025-01-04,07:52,CNR929104162,Success,CUST599917,Prime Sedan,Banganga,Scheme No. 114,5.0,18.0,False,,False,,False,,421,10.16,3.5,4.7"
"2025-01-16,13:05,CNR336455032,Success,CUST430527,eBike,Sudama Nagar,Aerodrome Road,19.0,11.0,False,,False,,False,,390,6.11,3.8,3.0"
"2025-01-21,02:19,CNR610064381,Canceled by Driver,CUST711444,Prime SUV,RNT Marg,Bhawarkua,,,False,,True,Personal & Car related issue,False,,891,13.12,,"
"2025-01-23,20:22,CNR716035803,Success,CUST670329,eBike,Bhawarkua,Banganga,9.0,12.0,False,,False,,False,,337,5.27,3.6,3.8"
"2025-01-05,19:20,CNR461368415,Canceled by Driver,CUST341307,Mini,Scheme No. 72,Khajrana,,,False,,True,Personal & Car related issue,False,,1041,11.94,,"
"2025-01-17,09:51,CNR930597135,Success,CUST715090,Prime SUV,MR 1,Scheme No. 74,11.0,16.0,False,,False,,False,,289,10.39,3.6,3.8"
"2025-01-08,06:21,CNR772402657,Success,CUST891391,Prime SUV,Silicon City,Nanda Nagar,16.0,19.0,False,,False,,False,,957,13.34,3.8,3.7"
"2025-01-10,06:13,CNR372922387,Success,CUST743559,eBike,Lokmanya Nagar,Scheme No. 114,16.0,15.0,False,,False,,False,,953,13.29,3.9,3.7"
"2025-01-05,05:50,CNR397003344,Success,CUST241438,Prime Sedan,Sapna Sangeeta,MR 9,14.0,13.0,False,,False,,False,,688,12.44,3.9,3.4"
"2025-01-15,08:40,CNR981392442,Success,CUST715396,Mini,Scheme No. 71,Scheme No. 54,11.0,10.0,False,,False,,False,,199,8.99,4.3,4.8"
"2025-01-08,15:49,CNR693686267,Success,CUST621169,Prime Sedan,Mhow Naka,Lokmanya Nagar,12.0,5.0,False,,False,,False,,394,11.6,3.3,4.1"
"2025-01-03,14:48,CNR856375374,Success,CUST982144,Prime SUV,Bada Gwaltoli,Pipliyahana,8.0,11.0,False,,False,,False,,192,15.82,3.0,3.4"
"2025-01-07,02:39,CNR670890287,Canceled by Customer,CUST873214,Prime Plus,MR 4,AB Road,,,True,Change of plans,False,,False,,209,2.52,,"
"2025-01-02,08:57,CNR222704915,Canceled by Driver,CUST257097,Prime Plus,Vijay Nagar,Lokmanya Nagar,,,False,,True,Customer was coughing/sick,False,,338,5.84,,"
"2025-01-08,13:34,CNR717177954,Incomplete,CUST174546,Prime Plus,Scheme No. 140,Geeta Bhawan,,,False,,False,,True,Vehicle Breakdown,318,11.49,,"
"2025-01-30,20:26,CNR823421071,Success,CUST894141,Bike,Annapurna,MG Road,12.0,9.0,False,,False,,False,,549,11.51,4.6,4.4"
"2025-01-05,08:46,CNR434247227,Success,CUST208628,Prime Plus,Juni Indore,Scheme No. 114,6.0,5.0,False,,False,,False,,601,5.41,3.1,3.1"
"2025-01-15,23:39,CNR482231024,Success,CUST754193,Prime Plus,MR 9,Vijay Nagar,20.0,7.0,False,,False,,False,,291,13.23,4.9,3.9"
"2025-01-11,19:13,CNR676898999,Success,CUST241633,Bike,Scheme No. 94,Bhawarkua,10.0,5.0,False,,False,,False,,465,6.19,4.4,3.4"
"2025-01-03,10:23,CNR196204808,Success,CUST623769,Prime SUV,Juni Indore,Sapna Sangeeta,17.0,14.0,False,,False,,False,,120,2.03,3.2,4.0"
"2025-01-23,09:03,CNR206542156,Success,CUST591548,Prime SUV,Khajrana,Vijay Nagar,19.0,6.0,False,,False,,False,,321,8.87,5.0,4.6"
"2025-01-31,18:30,CNR691180638,Incomplete,CUST677612,Mini,Scheme No. 71,MR 9,,,False,,False,,True,Other Issue,491,8.83,,"
"2025-01-06,17:51,CNR952337467,Canceled by Driver,CUST352205,Prime Plus,Tilak Nagar,AB Road,,,False,,True,More than permitted people in there,False,,725,17.1,,"
"2025-01-17,19:04,CNR377264506,Success,CUST499143,Mini,Silicon City,Scheme No. 73,16.0,8.0,False,,False,,False,,401,8.8,3.3,3.8"
"2025-01-12,07:30,CNR790089809,Success,CUST772040,Auto,South Tukoganj,Nanda Nagar,16.0,8.0,False,,False,,False,,699,3.97,3.6,3.5"
"2025-01-29,05:25,CNR474495145,Success,CUST808264,eBike,Chhoti Gwaltoli,Sudama Nagar,12.0,12.0,False,,False,,False,,274,17.55,3.3,3.4"
"2025-01-19,03:55,CNR510379006,Success,CUST865338,Bike,Silicon City,Bada Gwaltoli,19.0,10.0,False,,False,,False,,1318,10.79,4.3,4.4"
"2025-01-25,21:28,CNR240137533,Incomplete,CUST761948,Prime Sedan,Bada Gwaltoli,Palasia,,,False,,False,,True,Customer Demand,1258,3.54,,"
"2025-01-28,10:14,CNR939090075,Success,CUST912295,Prime SUV,Scheme No. 74,Tilak Nagar,5.0,9.0,False,,False,,False,,701,5.67,4.2,3.1"
"2025-01-18,21:04,CNR874218676,Incomplete,CUST965842,Bike,AB Road,MR 9,,,False,,False,,True,Other Issue,729,13.42,,"
"2025-01-10,19:52,CNR844288912,Success,CUST358301,eBike,Geeta Bhawan,Pipliyahana,5.0,13.0,False,,False,,False,,436,3.59,4.4,5.0"
"2025-01-29,15:15,CNR686353682,Success,CUST456210,Mini,Ring Road,Bada Gwaltoli,18.0,17.0,False,,False,,False,,730,12.92,4.1,4.5"
"2025-01-11,21:02,CNR830784636,Success,CUST582955,Mini,Sudama Nagar,Annapurna,7.0,6.0,False,,False,,False,,558,7.66,4.5,4.5"
"2025-01-29,02:02,CNR208603343,Success,CUST922142,Prime SUV,Hira Nagar,Scheme No. 73,8.0,15.0,False,,False,,False,,679,5.99,3.6,4.4"
"2025-01-27,07:17,CNR863502098,Success,CUST863317,eBike,Silicon City,Geeta Bhawan,5.0,5.0,False,,False,,False,,176,16.18,4.8,3.9"
"2025-01-06,00:38,CNR876300724,Success,CUST439656,eBike,Sapna Sangeeta,Navlakha,13.0,17.0,False,,False,,False,,492,12.33,3.4,3.2"
"2025-01-04,02:41,CNR348407368,Success,CUST293982,Prime SUV,MR 10,Scheme No. 114,17.0,20.0,False,,False,,False,,196,10.04,4.8,4.4"
"2025-01-07,13:01,CNR137848527,Success,CUST707057,Bike,Navlakha,Scheme No. 78,15.0,9.0,False,,False,,False,,645,18.55,4.6,4.8"
"2025-01-11,14:07,CNR174593878,Success,CUST158279,Mini,Banganga,Navlakha,13.0,10.0,False,,False,,False,,658,14.38,4.3,4.7"
"2025-01-15,18:33,CNR937835034,Success,CUST427294,Bike,Banganga,Pipliyahana,8.0,6.0,False,,False,,False,,352,6.44,4.8,3.1"
"2025-01-20,22:22,CNR618252538,Success,CUST510132,eBike,Rau,Scheme No. 140,20.0,14.0,False,,False,,False,,395,9.53,4.1,4.0"
"2025-01-20,19:41,CNR813208585,Success,CUST604343,Prime Sedan,Scheme No. 73,AB Road,8.0,11.0,False,,False,,False,,420,15.77,4.7,3.5"
"2025-01-27,22:16,CNR365888029,Canceled by Driver,CUST613351,Prime Plus,Patel Nagar,RNT Marg,,,False,,True,Personal & Car related issue,False,,292,10.48,,"
"2025-01-10,00:51,CNR173276456,Success,CUST381127,eBike,Nanda Nagar,Mhow Naka,12.0,16.0,False,,False,,False,,483,12.06,4.8,3.7"
"2025-01-09,08:56,CNR998930243,Incomplete,CUST922630,Auto,Geeta Bhawan,Silicon City,,,False,,False,,True,Customer Demand,450,3.92,,"
"2025-01-02,08:44,CNR646113663,Success,CUST971447,Prime SUV,Hira Nagar,Scheme No. 73,8.0,13.0,False,,False,,False,,279,12.01,3.4,3.2"
"2025-01-03,10:15,CNR809638057,Canceled by Driver,CUST896802,Bike,Chhoti Gwaltoli,Navlakha,,,False,,True,More than permitted people in there,False,,460,18.48,,"
"2025-01-04,04:56,CNR621300532,Success,CUST363696,Prime SUV,MR 1,Scheme No. 114,20.0,17.0,False,,False,,False,,466,4.23,3.8,3.4"
"2025-01-18,12:04,CNR349774115,Success,CUST762090,Prime SUV,Navlakha,Bhawarkua,15.0,15.0,False,,False,,False,,424,10.06,4.5,4.8"
"2025-01-21,01:14,CNR884148893,Success,CUST877719,Prime Plus,Scheme No. 73,Malharganj,11.0,5.0,False,,False,,False,,425,17.89,3.1,3.1"
"2025-01-16,04:30,CNR537965903,Success,CUST307278,Mini,Scheme No. 78,Navlakha,12.0,12.0,False,,False,,False,,419,6.0,3.8,4.0"
"2025-01-28,22:55,CNR702609256,Success,CUST552633,eBike,Bhanwarkuan,Navlakha,15.0,9.0,False,,False,,False,,304,7.31,3.7,3.5"
"2025-01-03,21:02,CNR587680010,Incomplete,CUST633530,Prime Plus,Bada Gwaltoli,Annapurna,,,False,,False,,True,Vehicle Breakdown,419,5.68,,"
"2025-01-20,08:07,CNR128746407,Success,CUST916423,Prime Plus,MR 10,Scheme No. 94,13.0,10.0,False,,False,,False,,202,18.66,4.7,4.9"
"2025-01-31,17:27,CNR154734718,Success,CUST928594,Prime Sedan,Bhawarkua,Sapna Sangeeta,5.0,12.0,False,,False,,False,,101,11.3,4.1,4.7"
"2025-01-10,00:53,CNR601624505,Canceled by Driver,CUST387518,Mini,MG Road,Rau,,,False,,True,Personal & Car related issue,False,,235,18.66,,"
"2025-01-02,23:47,CNR788568456,Success,CUST288381,Prime Plus,Khajrana,Malharganj,6.0,8.0,False,,False,,False,,469,9.78,4.9,4.5"
"2025-01-08,12:04,CNR237922987,Canceled by Customer,CUST250678,Prime SUV,Scheme No. 71,Hira Nagar,,,True,AC is not working,False,,False,,202,4.55,,"
"2025-01-07,19:00,CNR415791768,Success,CUST514674,eBike,Hira Nagar,LIG Colony,19.0,13.0,False,,False,,False,,245,15.57,3.7,3.7"
"2025-01-16,18:07,CNR759353194,Success,CUST331308,Bike,Ring Road,Lokmanya Nagar,20.0,14.0,False,,False,,False,,146,13.32,4.7,4.9"
"2025-01-03,19:35,CNR109939922,Canceled by Customer,CUST766451,Prime Sedan,MR 1,Bada Gwaltoli,,,True,Driver is not moving towards pickup location,False,,False,,436,17.93,,"
"2025-01-03,16:46,CNR371936176,Success,CUST251317,Auto,MR 9,Hira Nagar,8.0,20.0,False,,False,,False,,916,6.41,3.3,4.3"
"2025-01-25,15:11,CNR163748271,Success,CUST390936,Mini,Scheme No. 114,Scheme No. 73,18.0,14.0,False,,False,,False,,1081,11.39,3.3,4.8"
"2025-01-03,19:41,CNR574650242,Canceled by Driver,CUST235577,Bike,Pipliyahana,Annapurna,,,False,,True,Personal & Car related issue,False,,405,3.42,,"
"2025-01-22,07:59,CNR946412356,Success,CUST976838,Auto,Geeta Bhawan,Saket Nagar,9.0,10.0,False,,False,,False,,151,13.58,3.6,3.8"
"2025-01-13,11:07,CNR508136628,Success,CUST454239,Prime SUV,Tilak Nagar,Scheme No. 71,16.0,13.0,False,,False,,False,,435,4.06,3.9,4.1"
"2025-01-28,17:29,CNR172285567,Success,CUST858346,Bike,MR 4,South Tukoganj,10.0,15.0,False,,False,,False,,304,18.71,3.6,4.3"
"2025-01-08,02:17,CNR906588831,Canceled by Customer,CUST194020,Bike,Lasudia Mori,MR 2,,,True,Wrong Address,False,,False,,190,17.26,,"
"2025-01-19,13:32,CNR177245826,Success,CUST583194,eBike,Juni Indore,MR 1,15.0,14.0,False,,False,,False,,403,5.09,4.7,3.8"
"2025-01-05,05:49,CNR406598765,Success,CUST273380,Prime Sedan,South Tukoganj,Navlakha,16.0,7.0,False,,False,,False,,573,6.25,4.9,4.3"
"2025-01-14,08:47,CNR929146006,Success,CUST212873,Auto,RNT Marg,Hira Nagar,14.0,13.0,False,,False,,False,,409,10.04,3.8,3.2"
"2025-01-20,11:53,CNR242956398,Success,CUST778362,Prime Plus,Scheme No. 114,Scheme No. 94,12.0,17.0,False,,False,,False,,110,17.06,3.6,4.3"
"2025-01-05,22:54,CNR617236929,Success,CUST520709,Auto,Pipliyahana,RNT Marg,14.0,6.0,False,,False,,False,,991,19.2,3.7,4.2"
"2025-01-03,05:18,CNR433622296,Canceled by Driver,CUST534068,Bike,Pipliyahana,Lokmanya Nagar,,,False,,True,More than permitted people in there,False,,148,13.29,,"
"2025-01-26,07:13,CNR822495961,Canceled by Driver,CUST619179,Auto,MG Road,Scheme No. 72,,,False,,True,Customer related issue,False,,514,17.67,,"
"2025-01-17,14:57,CNR343466394,Incomplete,CUST299701,Prime SUV,Juni Indore,LIG Colony,,,False,,False,,True,Customer Demand,981,12.79,,"
"2025-01-14,16:53,CNR451833155,Success,CUST694047,Auto,Bhawarkua,MR 1,12.0,17.0,False,,False,,False,,976,4.64,4.8,4.0"
"2025-01-08,16:53,CNR729538806,Canceled by Driver,CUST638945,Prime Plus,Scheme No. 114,Scheme No. 78,,,False,,True,More than permitted people in there,False,,559,17.15,,"
"2025-01-17,10:49,CNR585180552,Canceled by Driver,CUST305885,eBike,MR 1,Sudama Nagar,,,False,,True,Customer related issue,False,,164,17.46,,"
"2025-01-02,14:14,CNR333866454,Success,CUST528306,eBike,Pipliyahana,Scheme No. 72,16.0,11.0,False,,False,,False,,273,13.46,4.9,4.3"
"2025-01-16,17:18,CNR123497103,Success,CUST990813,Auto,Palasia,Nanda Nagar,7.0,10.0,False,,False,,False,,253,4.93,4.4,3.5"
"2025-01-15,22:26,CNR500434729,Success,CUST722013,Prime Plus,Geeta Bhawan,Patel Nagar,5.0,20.0,False,,False,,False,,278,5.92,4.6,4.1"
"2025-01-15,15:21,CNR788246958,Incomplete,CUST349803,Bike,Scheme No. 114,Hira Nagar,,,False,,False,,True,Vehicle Breakdown,889,18.58,,"
"2025-01-16,02:54,CNR339292632,Success,CUST827065,Prime SUV,Patel Nagar,Bada Gwaltoli,19.0,8.0,False,,False,,False,,313,17.37,3.1,4.5"
"2025-01-23,00:36,CNR806452318,Success,CUST915305,Auto,MG Road,Scheme No. 78,6.0,15.0,False,,False,,False,,186,2.09,5.0,3.4"
"2025-01-16,03:57,CNR140616730,Success,CUST573818,Prime Plus,Bhawarkua,Aerodrome Road,12.0,19.0,False,,False,,False,,324,11.86,3.3,3.7"
"2025-01-14,05:52,CNR758734080,Success,CUST815629,eBike,Rajendra Nagar,Super Corridor,6.0,13.0,False,,False,,False,,631,9.67,3.1,3.4"
"2025-01-25,03:08,CNR477530427,Success,CUST246890,Bike,Geeta Bhawan,MG Road,13.0,14.0,False,,False,,False,,1251,18.93,3.3,4.5"
"2025-01-04,10:14,CNR211922796,Success,CUST744314,Prime SUV,Bada Gwaltoli,Scheme No. 73,8.0,9.0,False,,False,,False,,642,4.88,4.3,4.9"
"2025-01-16,12:55,CNR433428019,Success,CUST588121,Auto,Bhawarkua,Scheme No. 114,15.0,12.0,False,,False,,False,,301,14.35,4.9,3.0"
"2025-01-01,11:07,CNR323353995,Success,CUST919419,eBike,MR 4,LIG Colony,15.0,20.0,False,,False,,False,,345,9.03,3.3,3.1"
"2025-01-03,01:45,CNR123911051,Canceled by Driver,CUST885917,Prime Plus,Navlakha,Pipliyahana,,,False,,True,Personal & Car related issue,False,,1510,6.42,,"
"2025-01-24,03:29,CNR943705002,Canceled by Driver,CUST589854,Bike,MR 9,MR 3,,,False,,True,More than permitted people in there,False,,379,9.53,,"
"2025-01-26,10:48,CNR213009192,Success,CUST816230,Auto,Palasia,Scheme No. 114,5.0,11.0,False,,False,,False,,1464,19.83,3.8,3.3"
"2025-01-22,20:08,CNR787799792,Success,CUST211530,Prime Plus,Navlakha,Scheme No. 74,10.0,16.0,False,,False,,False,,462,18.85,4.5,5.0"
"2025-01-24,03:30,CNR365127544,Success,CUST150553,Prime SUV,Lokmanya Nagar,Scheme No. 73,7.0,5.0,False,,False,,False,,752,14.21,3.3,4.6"
"2025-01-13,12:14,CNR720957363,Success,CUST679021,eBike,Geeta Bhawan,MR 1,7.0,12.0,False,,False,,False,,288,5.09,3.2,4.7"
"2025-01-04,19:58,CNR931325275,Success,CUST115299,Mini,Navlakha,Ring Road,18.0,7.0,False,,False,,False,,496,7.39,4.9,3.8"
"2025-01-14,20:53,CNR579434513,Canceled by Driver,CUST813555,Mini,Bhawarkua,Scheme No. 73,,,False,,True,Customer was coughing/sick,False,,144,13.21,,"
"2025-01-25,07:25,CNR870613752,Success,CUST762236,Bike,MR 10,Ring Road,17.0,18.0,False,,False,,False,,990,16.61,3.5,3.7"
