source_dataset,vehicle_type,ac_type,distance_km,fare_amount,base_fare,base_km,per_km_rate
delhi_notification_2023,taxi,ac,9.5,210.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,9.6,212.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,9.7,214.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,9.8,216.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,9.9,218.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,10.0,220.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,10.1,222.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,10.2,224.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,10.3,226.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,10.4,228.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,10.5,230.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,10.6,232.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,10.7,234.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,10.8,236.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,10.9,238.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,11.0,240.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,11.1,242.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,11.2,244.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,11.3,246.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,11.4,248.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,11.5,250.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,11.6,252.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,11.7,254.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,11.8,256.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,11.9,258.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,12.0,260.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,12.1,262.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,12.2,264.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,12.3,266.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,12.4,268.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,12.5,270.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,12.6,272.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,12.7,274.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,12.8,276.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,12.9,278.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,13.0,280.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,13.1,282.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,13.2,284.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,13.3,286.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,13.4,288.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,13.5,290.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,13.6,292.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,13.7,294.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,13.8,296.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,13.9,298.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,14.0,300.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,14.1,302.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,14.2,304.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,14.3,306.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,14.4,308.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,14.5,310.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,14.6,312.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,14.7,314.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,14.8,316.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,14.9,318.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,15.0,320.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,15.1,322.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,15.2,324.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,15.3,326.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,15.4,328.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,15.5,330.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,15.6,332.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,15.7,334.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,15.8,336.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,15.9,338.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,16.0,340.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,16.1,342.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,16.2,344.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,16.3,346.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,16.4,348.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,16.5,350.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,16.6,352.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,16.7,354.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,16.8,356.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,16.9,358.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,17.0,360.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,17.1,362.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,17.2,364.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,17.3,366.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,17.4,368.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,17.5,370.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,17.6,372.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,17.7,374.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,17.8,376.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,17.9,378.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,18.0,380.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,18.1,382.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,18.2,384.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,18.3,386.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,18.4,388.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,18.5,390.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,18.6,392.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,18.7,394.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,18.8,396.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,18.9,398.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,19.0,400.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,19.1,402.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,19.2,404.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,19.3,406.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,19.4,408.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,19.5,410.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,19.6,412.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,19.7,414.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,19.8,416.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,19.9,418.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,20.0,420.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,20.1,422.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,20.2,424.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,20.3,426.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,20.4,428.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,20.5,430.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,20.6,432.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,20.7,434.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,20.8,436.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,20.9,438.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,21.0,440.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,21.1,442.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,21.2,444.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,21.3,446.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,21.4,448.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,21.5,450.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,21.6,452.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,21.7,454.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,21.8,456.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,21.9,458.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,22.0,460.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,22.1,462.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,22.2,464.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,22.3,466.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,22.4,468.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,22.5,470.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,22.6,472.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,22.7,474.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,22.8,476.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,22.9,478.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,23.0,480.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,23.1,482.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,23.2,484.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,23.3,486.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,23.4,488.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,23.5,490.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,23.6,492.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,23.7,494.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,23.8,496.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,23.9,498.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,24.0,500.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,24.1,502.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,24.2,504.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,24.3,506.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,24.4,508.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,24.5,510.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,24.6,512.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,24.7,514.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,24.8,516.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,24.9,518.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,25.0,520.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,25.1,522.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,25.2,524.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,25.3,526.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,25.4,528.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,25.5,530.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,25.6,532.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,25.7,534.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,25.8,536.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,25.9,538.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,26.0,540.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,26.1,542.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,26.2,544.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,26.3,546.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,26.4,548.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,26.5,550.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,26.6,552.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,26.7,554.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,26.8,556.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,26.9,558.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,27.0,560.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,27.1,562.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,27.2,564.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,27.3,566.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,27.4,568.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,27.5,570.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,27.6,572.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,27.7,574.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,27.8,576.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,27.9,578.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,28.0,580.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,28.1,582.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,28.2,584.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,28.3,586.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,28.4,588.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,28.5,590.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,28.6,592.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,28.7,594.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,28.8,596.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,28.9,598.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,29.0,600.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,29.1,602.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,29.2,604.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,29.3,606.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,29.4,608.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,29.5,610.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,29.6,612.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,29.7,614.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,29.8,616.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,29.9,618.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,30.0,620.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,30.1,622.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,30.2,624.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,30.3,626.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,30.4,628.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,30.5,630.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,30.6,632.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,30.7,634.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,30.8,636.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,30.9,638.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,31.0,640.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,31.1,642.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,31.2,644.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,31.3,646.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,31.4,648.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,31.5,650.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,31.6,652.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,31.7,654.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,31.8,656.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,31.9,658.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,32.0,660.0,40.0,1.0,20.0
